Distal,Shape,Class,Length,Cortex_Percentagem,Thickness,Width,Cortex_Location,Scar_count,Profile,Cross_section,Platform_type,Dorsal_Pattern,Cortex
Natural,Irregular,Flake,33.29000092,NoCortex,4.639999866,33.22999954,,0,Encurvado,Irregular,Liso,Other,No_cortex
Natural,Paralell,Flake,21.57999992,NoCortex,4.619999886,12.57999992,,0,Encurvado,Triangular,Other,Other,No_cortex
Natural,Paralell,Flake,36.41999817,NoCortex,5.949999809,19.79000092,,0,Direito,Triangular,Crushed,Other,No_cortex
Natural,Irregular,Flake,36.27999878,NoCortex,8.340000153,21.32999992,,0,Direito,Irregular,Other,Other,No_cortex
Natural,Irregular,Flake,38.65000153,NoCortex,4.730000019,21.15999985,,0,Torcido,Irregular,Other,Other,No_cortex
Natural,Irregular,Flake,37.59000015,NoCortex,6.190000057,20.45999908,,0,Direito,Triangular,Other,Other,No_cortex
Natural,Irregular,Flake,36.45000076,NoCortex,1.950000048,44.11999893,,0,Direito,Irregular,Dihedral,Other,No_cortex
Natural,Irregular,Flake,30.71999931,NoCortex,5.659999847,24.21999931,,0,Direito,Irregular,Liso,Other,No_cortex
Natural,Irregular,Flake,27.29999924,NoCortex,4.349999905,25.37999916,,0,Direito,Triangular,Liso,Other,No_cortex
Natural,Divergent,Flake,26.68000031,NoCortex,12.43999958,22.12999916,,0,Direito,Triangular,Other,Other,No_cortex
Natural,Paralell,Flake,26.29000092,NoCortex,6.619999886,17.95000076,,0,Direito,Triangular,Cortical,Other,No_cortex
Natural,Irregular,Flake,25.28000069,NoCortex,3.190000057,14.81999969,,0,Irregular,Triangular,Liso,Other,No_cortex
Natural,Divergent,Flake,24.42000008,NoCortex,5.869999886,37.45000076,,0,Direito,Irregular,Liso,Other,No_cortex
Natural,Divergent,Flake,23.72999954,NoCortex,3.809999943,20.93000031,,0,Irregular,Irregular,Liso,Other,No_cortex
Natural,Paralell,Flake,23.51000023,NoCortex,6.190000057,15.14999962,,0,Encurvado,Irregular,Liso,Other,No_cortex
Natural,Divergent,Flake,22.46999931,NoCortex,8.260000229,19.18000031,,0,Irregular,Irregular,Crushed,Other,No_cortex
Natural,Divergent,Flake,21.94000053,NoCortex,2.5,14.52999973,,0,Irregular,Irregular,Linear,Other,No_cortex
Natural,Irregular,Flake,21.73999977,NoCortex,2.289999962,17.20000076,,0,Encurvado,Irregular,Liso,Other,No_cortex
Natural,Paralell,Flake,21.47999954,NoCortex,4.070000172,13.22999954,,0,Direito,Irregular,Other,Other,No_cortex
Natural,Irregular,Flake,21.38999939,NoCortex,2.279999971,28.51000023,,0,Irregular,Irregular,Cortical,Other,No_cortex
Natural,Irregular,Flake,21.19000053,NoCortex,5.329999924,17.37000084,,0,Direito,Triangular,Liso,Other,No_cortex
Natural,Circular,Flake,21.03000069,NoCortex,2.440000057,18.81999969,,0,Direito,Flat,Crushed,Other,No_cortex
Natural,Irregular,Flake,20.96999931,NoCortex,4.71999979,20.90999985,,0,Direito,Flat,Liso,Other,No_cortex
Natural,Paralell,Flake,20.76000023,NoCortex,2.769999981,15.85999966,,0,Direito,Irregular,Crushed,Other,No_cortex
Natural,Paralell,Flake,20.57999992,NoCortex,5.5,10.84000015,,0,Direito,Triangular,Liso,Other,No_cortex
Natural,Paralell,Flake,20.22999954,NoCortex,5.840000153,17.51000023,,0,Direito,Irregular,Liso,Other,No_cortex
Natural,Irregular,Flake,19.5,NoCortex,2.380000114,15.06999969,,0,Direito,Flat,Crushed,Other,No_cortex
Natural,Irregular,Flake,19.05999947,NoCortex,5.190000057,23.89999962,,0,Encurvado,Irregular,Crushed,Other,No_cortex
Natural,Divergent,Flake,18.97999954,NoCortex,4.039999962,19.28000069,,0,Direito,Triangular,Liso,Other,No_cortex
Natural,Paralell,Flake,18.45999908,NoCortex,7.409999847,13.30000019,,0,Direito,Triangular,Cortical,Other,No_cortex
Natural,Irregular,Flake,18.37999916,NoCortex,2.99000001,16.10000038,,0,Direito,Flat,Cortical,Other,No_cortex
Natural,Convergent,Flake,18.29000092,NoCortex,2.470000029,12.68999958,,0,Direito,Irregular,Liso,Other,No_cortex
Natural,Irregular,Flake,17.94000053,NoCortex,3.079999924,19.38999939,,0,Direito,Irregular,Liso,Other,No_cortex
Natural,Other,Flake,13.26000023,NoCortex,3.549999952,24.52000046,,0,Direito,Irregular,Linear,Other,No_cortex
Natural,Other,Flake,12.77000046,NoCortex,3.220000029,20.5,,0,Direito,Irregular,Crushed,Other,No_cortex
Natural,Divergent,Flake,12.02000046,NoCortex,2.829999924,20.47999954,,0,Irregular,Triangular,Crushed,Other,No_cortex
Natural,Paralell,Flake,16.42,NoCortex,5.22,13.92,,1,Direito,Flat,Liso,Unidireccional,No_cortex
Natural,Irregular,Flake,31.67,NoCortex,12.55,36.51,,1,Direito,Triangular,Cortical,Unidireccional,No_cortex
Natural,Irregular,Flake,26.29,NoCortex,6.5,33.82,,1,Direito,Irregular,Crushed,Unidireccional,No_cortex
Natural,Other,Flake,14.28999996,NoCortex,4.21999979,25.27000046,,1,Encurvado,Flat,Liso,Unidireccional,No_cortex
Natural,Divergent,Flake,10.97000027,NoCortex,3.059999943,15.65999985,,1,Direito,Flat,Liso,Unidireccional,No_cortex
Natural,Divergent,Flake,15.60999966,NoCortex,3.779999971,22.65999985,,1,Direito,Flat,Liso,Unidireccional,No_cortex
Natural,Divergent,Flake,12.86999989,NoCortex,1.379999995,21.62000084,,1,Direito,Flat,Liso,Unidireccional,No_cortex
Natural,Irregular,Flake,25.12999916,NoCortex,4.380000114,29.62999916,,1,Direito,Triangular,Liso,Unidireccional,No_cortex
Natural,Irregular,Flake,15.81999969,NoCortex,4.170000076,24.85000038,,1,Direito,Flat,Dihedral,Unidireccional,No_cortex
Hinged,Other,Flake,12.39999962,NoCortex,3.960000038,21.72999954,,1,Direito,Flat,Liso,Unidireccional,No_cortex
Natural,Irregular,Flake,39.81999969,NoCortex,4,23.48999977,,1,Direito,Triangular,Cortical,Unidireccional,No_cortex
Natural,Irregular,Flake,36.34000015,NoCortex,5.019999981,21.71999931,,1,Direito,Flat,Liso,Unidireccional,No_cortex
Natural,Convergent,Flake,30.90999985,NoCortex,7.849999905,37.31000137,,1,Direito,Flat,Cortical,Unidireccional,No_cortex
Natural,Divergent,Flake,27.71999931,NoCortex,5.96999979,37.70999908,,1,Encurvado,Irregular,Other,Unidireccional,No_cortex
Natural,Irregular,Flake,23.84000015,NoCortex,4.670000076,19.84000015,,1,Direito,Flat,Cortical,Unidireccional,No_cortex
Natural,Irregular,Flake,19.34000015,NoCortex,5.909999847,26,,1,Direito,Irregular,Liso,Unidireccional,No_cortex
Natural,Irregular,Flake,18.11000061,NoCortex,3.730000019,19.5,,1,Torcido,Triangular,Multifacetted,Unidireccional,No_cortex
Natural,Irregular,Flake,11.60999966,NoCortex,2.369999886,14.81000042,,1,Direito,Flat,Other,Unidireccional,No_cortex
Natural,Divergent,Flake,10.59000015,NoCortex,2.190000057,19.20000076,,1,Direito,Flat,Dihedral,Unidireccional,No_cortex
Natural,Paralell,Flake,28.25,NoCortex,10.87,20.09,,1,Direito,Irregular,Linear,Unidireccional,No_cortex
Natural,Irregular,Flake,26.06,NoCortex,5.09,36.19,,1,Direito,Flat,Liso,Unidireccional,No_cortex
Natural,Irregular,Flake,26.02,NoCortex,4.3,18.24,,1,Encurvado,Triangular,Liso,Unidireccional,No_cortex
Natural,Irregular,Flake,25.90999985,NoCortex,13.57999992,33.56000137,,1,Encurvado,Triangular,Liso,Unidireccional,No_cortex
Natural,Irregular,Flake,23.01,NoCortex,5.65,20.4,,1,Direito,Trapezoidal,Crushed,Unidireccional,No_cortex
Hinged,Divergent,Flake,21.63,NoCortex,2.55,35.27,,1,Direito,Flat,Liso,Unidireccional,No_cortex
Natural,Convergent,Flake,20.61,NoCortex,4.44,10.8,,1,Direito,Triangular,Liso,Unidireccional,No_cortex
Natural,Irregular,Flake,19.27,NoCortex,2.16,16.18,,1,Encurvado,Flat,Liso,Unidireccional,No_cortex
Natural,Paralell,Flake,18.99,NoCortex,3.31,12.06,,1,Direito,Flat,Crushed,Unidireccional,No_cortex
Natural,Circular,Flake,17.69,NoCortex,4.65,20.18,,1,Direito,Flat,Cortical,Unidireccional,No_cortex
Natural,Divergent,Flake,17.29,NoCortex,1.34,9.87,,1,Direito,Flat,Crushed,Unidireccional,No_cortex
Hinged,Irregular,Flake,17.29,NoCortex,2.49,17.76,,1,Direito,Flat,Dihedral,Unidireccional,No_cortex
Natural,Irregular,Flake,16.78,NoCortex,1.19,11.72,,1,Direito,Flat,Other,Unidireccional,No_cortex
Natural,Other,Flake,16,NoCortex,2.93,26.77,,1,Encurvado,Irregular,Multifacetted,Unidireccional,No_cortex
Natural,Paralell,Flake,15.72,NoCortex,3.17,8.79,,1,Direito,Flat,Other,Unidireccional,No_cortex
Natural,Divergent,Flake,15.33,NoCortex,1.89,17.83,,1,Encurvado,Flat,Dihedral,Unidireccional,No_cortex
Natural,Irregular,Flake,15.04,NoCortex,3.97,12.51,,1,Irregular,Triangular,Liso,Unidireccional,No_cortex
Natural,Paralell,Flake,14.81,NoCortex,1.88,8.65,,1,Direito,Flat,Liso,Unidireccional,No_cortex
Natural,Divergent,Flake,14.33,NoCortex,3.08,18.33,,1,Direito,Flat,Other,Unidireccional,No_cortex
Natural,Divergent,Flake,13.94,NoCortex,3.04,18.65,,1,Direito,Flat,Liso,Unidireccional,No_cortex
Natural,Irregular,Flake,13.91,NoCortex,2.43,15.38,,1,Direito,Flat,Other,Unidireccional,No_cortex
Natural,Paralell,Flake,12.36,NoCortex,1.39,11.98,,1,Direito,Flat,Other,Unidireccional,No_cortex
Natural,Irregular,Flake,12,NoCortex,1.99,20.23,,1,Direito,Triangular,Linear,Unidireccional,No_cortex
Natural,Circular,Flake,11.8,NoCortex,1.5,11.96,,1,Direito,Flat,Crushed,Unidireccional,No_cortex
Natural,Irregular,Flake,13.67,NoCortex,3.07,22.95,,1,Direito,Flat,Liso,Unidireccional,No_cortex
Natural,Convergent,Flake,33.7,NoCortex,3.1,19.61,,1,Direito,Flat,Liso,Unidireccional,No_cortex
Natural,Irregular,Flake,33.19,NoCortex,8.43,27.83,,1,Irregular,Irregular,Cortical,Unidireccional,No_cortex
Natural,Irregular,Flake,30.84,NoCortex,2.37,26.7,,1,Encurvado,Irregular,Liso,Unidireccional,No_cortex
Natural,Convergent,Flake,30.36,NoCortex,4.69,25.75,,1,Direito,Flat,Liso,Unidireccional,No_cortex
Natural,Biconvex,Flake,29.49,NoCortex,8.61,24.48,,1,Encurvado,Irregular,Liso,Unidireccional,No_cortex
Natural,Convergent,Flake,28.76,NoCortex,4.98,18.58,,1,Direito,Triangular,Liso,Unidireccional,No_cortex
Natural,Divergent,Flake,28.08,NoCortex,11.55,15.87,,1,Direito,Triangular,Liso,Unidireccional,No_cortex
Natural,Divergent,Flake,26.9,NoCortex,4.73,32.94,,1,Direito,Flat,Liso,Unidireccional,No_cortex
Natural,Paralell,Flake,25.15,NoCortex,10.18,27.2,,1,Direito,Triangular,Liso,Unidireccional,No_cortex
Natural,Paralell,Flake,25.06,NoCortex,7.47,13.98,,1,Direito,Irregular,Liso,Unidireccional,No_cortex
Pointed,Convergent,Flake,24.02,NoCortex,6.15,21.4,,1,Direito,Flat,Liso,Unidireccional,No_cortex
Natural,Paralell,Flake,23.91,NoCortex,1.6,15.83,,1,Encurvado,Irregular,Liso,Unidireccional,No_cortex
Natural,Biconvex,Flake,23.39,NoCortex,6.28,12.99,,1,Direito,Trapezoidal,Cortical,Unidireccional,No_cortex
Natural,Irregular,Flake,23.29,NoCortex,6.11,12.83,,1,Torcido,Triangular,Other,Unidireccional,No_cortex
Natural,Irregular,Flake,22.93,NoCortex,7.73,21.5,,1,Direito,Triangular,Liso,Unidireccional,No_cortex
Natural,Convergent,Flake,22.55,NoCortex,4.87,26.48,,1,Direito,Irregular,Cortical,Unidireccional,No_cortex
Natural,Convergent,Flake,22.34,NoCortex,6.59,19.1,,1,Direito,Triangular,Liso,Unidireccional,No_cortex
Natural,Paralell,Flake,22.01,NoCortex,10.94,12.58,,1,Direito,Triangular,Liso,Unidireccional,No_cortex
Natural,Irregular,Flake,21.95,NoCortex,2.52,22.44,,1,Encurvado,Flat,Crushed,Unidireccional,No_cortex
Natural,Paralell,Flake,21.73,NoCortex,10.95,23.34,,1,Irregular,Irregular,Liso,Unidireccional,No_cortex
Natural,Irregular,Flake,21.08,NoCortex,7.36,32.65,,1,Irregular,Irregular,Liso,Unidireccional,No_cortex
Hinged,Paralell,Flake,20.37,NoCortex,3.07,14.81,,1,Direito,Flat,Linear,Unidireccional,No_cortex
Pointed,Convergent,Flake,20.01,NoCortex,7.33,16.81,,1,Direito,Triangular,Liso,Unidireccional,No_cortex
Natural,Irregular,Flake,19.21,NoCortex,2.71,17.62,,1,Direito,Flat,Liso,Unidireccional,No_cortex
Natural,Paralell,Flake,19.09,NoCortex,3.62,18.01,,1,Direito,Flat,Liso,Unidireccional,No_cortex
Natural,Irregular,Flake,18.99,NoCortex,3.38,15.28,,1,Direito,Flat,Cortical,Unidireccional,No_cortex
Natural,Divergent,Flake,18.87,NoCortex,2.14,17.91,,1,Direito,Flat,Linear,Unidireccional,No_cortex
Pointed,Convergent,Flake,18.78,NoCortex,6.96,15.3,,1,Irregular,Triangular,Liso,Unidireccional,No_cortex
Natural,Circular,Flake,18.76,NoCortex,5.5,19.26,,1,Direito,Triangular,Liso,Unidireccional,No_cortex
Natural,Irregular,Flake,18.07,NoCortex,2.87,14.4,,1,Direito,Flat,Linear,Unidireccional,No_cortex
Pointed,Convergent,Flake,17.86,NoCortex,2.64,10.82,,1,Direito,Flat,Liso,Unidireccional,No_cortex
Natural,Divergent,Flake,17.71,NoCortex,6.29,21.26,,1,Direito,Flat,Dihedral,Unidireccional,No_cortex
Hinged,Divergent,Flake,17.21,NoCortex,2.63,18.45,,1,Direito,Flat,Liso,Unidireccional,No_cortex
Natural,Irregular,Flake,16.94,NoCortex,3.42,31.97,,1,Direito,Flat,Dihedral,Unidireccional,No_cortex
Natural,Convergent,Flake,16.84,NoCortex,3.64,21.03,,1,Direito,Flat,Cortical,Unidireccional,No_cortex
Natural,Irregular,Flake,16.79,NoCortex,4.66,11.51,,1,Direito,Triangular,Liso,Unidireccional,No_cortex
Natural,Paralell,Flake,16.74,NoCortex,2.46,10.57,,1,Torcido,Flat,Liso,Unidireccional,No_cortex
Natural,Paralell,Flake,16.66,NoCortex,1.69,15.06,,1,Direito,Flat,Crushed,Unidireccional,No_cortex
Natural,Paralell,Flake,16.52,NoCortex,6.15,12.22,,1,Irregular,Trapezoidal,Liso,Unidireccional,No_cortex
Hinged,Irregular,Flake,16.22,NoCortex,3.29,16.54,,1,Torcido,Irregular,Liso,Unidireccional,No_cortex
Natural,Irregular,Flake,16,NoCortex,2.24,17.6,,1,Direito,Flat,Linear,Unidireccional,No_cortex
Natural,Convergent,Flake,15.04,NoCortex,3.47,17.54,,1,Direito,Flat,Liso,Unidireccional,No_cortex
Natural,Biconvex,Flake,14.99,NoCortex,1.32,14.03,,1,Direito,Flat,Liso,Unidireccional,No_cortex
Hinged,Divergent,Flake,14.91,NoCortex,3.09,21.45,,1,Encurvado,Triangular,Crushed,Unidireccional,No_cortex
Natural,Irregular,Flake,14.83,NoCortex,1.27,10.78,,1,Direito,Flat,Other,Unidireccional,No_cortex
Natural,Irregular,Flake,14.64,NoCortex,2.56,15.4,,1,Encurvado,Irregular,Other,Unidireccional,No_cortex
Natural,Irregular,Flake,14.25,NoCortex,2.92,13.54,,1,Direito,Triangular,Crushed,Unidireccional,No_cortex
Natural,Irregular,Flake,13.71,NoCortex,3.48,17.93,,1,Direito,Triangular,Linear,Unidireccional,No_cortex
Natural,Irregular,Flake,13.26,NoCortex,3.03,16.41,,1,Direito,Flat,Liso,Unidireccional,No_cortex
Natural,Irregular,Flake,13.14,NoCortex,1.44,18.23,,1,Direito,Irregular,Liso,Unidireccional,No_cortex
Natural,Irregular,Flake,13.14,NoCortex,2.74,26.77,,1,Direito,Flat,Dihedral,Unidireccional,No_cortex
Natural,Divergent,Flake,12.73,NoCortex,1.6,21.39,,1,Direito,Flat,Multifacetted,Unidireccional,No_cortex
Natural,Divergent,Flake,12.63,NoCortex,4,20.83,,1,Encurvado,Flat,Other,Unidireccional,No_cortex
Natural,Convergent,Flake,12.62,NoCortex,1.82,13.83,,1,Direito,Flat,Other,Unidireccional,No_cortex
Natural,Irregular,Flake,12.5,NoCortex,3.11,15.5,,1,Direito,Irregular,Other,Unidireccional,No_cortex
Natural,Convergent,Flake,12.46,NoCortex,4.11,18.47,,1,Direito,Flat,Cortical,Unidireccional,No_cortex
Natural,Irregular,Flake,11.85,NoCortex,3.56,18.17,,1,Direito,Irregular,Liso,Unidireccional,No_cortex
Natural,Convergent,Flake,11.14,NoCortex,2.1,16.8,,1,Encurvado,Flat,Liso,Unidireccional,No_cortex
Natural,Paralell,Flake,10.98,NoCortex,3.94,17.94,,1,Direito,Flat,Cortical,Unidireccional,No_cortex
Natural,Paralell,Flake,42.18,NoCortex,15.37,25.99,,1,Irregular,Irregular,Cortical,Unidireccional,No_cortex
Natural,Paralell,Flake,41.67,NoCortex,7.92,26.57,,1,Direito,Flat,Liso,Unidireccional,No_cortex
Natural,Divergent,Flake,29.67,NoCortex,10.95,16.11,,1,Direito,Irregular,Liso,Unidireccional,No_cortex
Natural,Circular,Flake,26.44,NoCortex,3.34,33.62,,1,Direito,Flat,Liso,Unidireccional,No_cortex
Natural,Irregular,Flake,24.54,NoCortex,2.77,16.37,,1,Direito,Flat,Liso,Unidireccional,No_cortex
Natural,Divergent,Flake,24.37,NoCortex,13.21,37.16,,1,Direito,Irregular,Liso,Unidireccional,No_cortex
Natural,Divergent,Flake,20.04,NoCortex,3.14,25.26,,1,Direito,Irregular,Linear,Unidireccional,No_cortex
Natural,Paralell,Flake,19.59,NoCortex,6.58,16.97,,1,Direito,Irregular,Liso,Unidireccional,No_cortex
Natural,Irregular,Flake,18.62,NoCortex,3.57,17.93,,1,Direito,Irregular,Liso,Unidireccional,No_cortex
Natural,Divergent,Flake,18.61,NoCortex,4.51,32.23,,1,Direito,Flat,Liso,Unidireccional,No_cortex
Natural,Irregular,Flake,16.07,NoCortex,2.21,14.2,,1,Direito,Flat,Multifacetted,Unidireccional,No_cortex
Hinged,Divergent,Flake,15.83,NoCortex,1.75,16.34,,1,Direito,Flat,Other,Unidireccional,No_cortex
Natural,Other,Flake,15.27,NoCortex,2.97,14.4,,1,Direito,Flat,Liso,Unidireccional,No_cortex
Natural,Convergent,Flake,13.27,NoCortex,2.97,18.28,,1,Direito,Flat,Other,Unidireccional,No_cortex
Natural,Paralell,Flake,12.87,NoCortex,1.95,9.26,,1,Direito,Flat,Liso,Unidireccional,No_cortex
Natural,Paralell,Flake,12.45,NoCortex,2.06,15.87,,1,Direito,Flat,Liso,Unidireccional,No_cortex
Natural,Divergent,Flake,22.54000092,NoCortex,3.670000076,28.80999947,,1,Direito,Flat,Liso,Unidireccional,No_cortex
Natural,Irregular,Flake,20.47999954,NoCortex,4.760000229,31.95000076,,1,Direito,Flat,Liso,Unidireccional,No_cortex
Natural,Irregular,Flake,18.84000015,NoCortex,6.03000021,17.05999947,,1,Direito,Triangular,Other,Unidireccional,No_cortex
Natural,Irregular,Flake,15.86999989,NoCortex,2.029999971,19.55999947,,1,Encurvado,Flat,Other,Unidireccional,No_cortex
Natural,Paralell,Flake,13.77999973,NoCortex,3.5,19.77000046,,1,Irregular,Flat,Liso,Unidireccional,No_cortex
Natural,Divergent,Flake,18.61000061,NoCortex,4.010000229,19.97999954,,1,Encurvado,Irregular,Crushed,Unidireccional,No_cortex
Natural,Other,Flake,21.71999931,NoCortex,7.989999771,29.34000015,,1,Direito,Trapezoidal,Dihedral,Unidireccional,No_cortex
Hinged,Irregular,Flake,29.15999985,NoCortex,4.570000172,18.34000015,,1,Irregular,Triangular,Other,Unidireccional,No_cortex
Natural,Paralell,Flake,27.73999977,NoCortex,3.069999933,28.84000015,,1,Direito,Trapezoidal,Other,Unidireccional,No_cortex
Natural,Irregular,Flake,27.40999985,NoCortex,13.55000019,22.20000076,,1,Irregular,Irregular,Other,Unidireccional,No_cortex
Natural,Divergent,Flake,23.57999992,NoCortex,3.309999943,16.03000069,,1,Direito,Triangular,Liso,Unidireccional,No_cortex
Natural,Irregular,Flake,20.87000084,NoCortex,5.519999981,30.81999969,,1,Direito,Flat,Other,Unidireccional,No_cortex
Natural,Divergent,Flake,19.67000008,NoCortex,1.700000048,16.05999947,,1,Direito,Flat,Multifacetted,Unidireccional,No_cortex
Natural,Convergent,Flake,18.20000076,NoCortex,2.529999971,14.19999981,,1,Direito,Flat,Liso,Unidireccional,No_cortex
Natural,Divergent,Flake,17.93000031,NoCortex,2.210000038,25.72999954,,1,Direito,Flat,Linear,Unidireccional,No_cortex
Natural,Irregular,Flake,16.93000031,NoCortex,2.839999914,13.35999966,,1,Irregular,Flat,Cortical,Unidireccional,No_cortex
Natural,Divergent,Flake,16.85000038,NoCortex,1.669999957,12.02000046,,1,Torcido,Flat,Liso,Unidireccional,No_cortex
Natural,Paralell,Flake,16.45999908,NoCortex,2.210000038,19.65999985,,1,Direito,Flat,Crushed,Unidireccional,No_cortex
Natural,Irregular,Flake,13.44999981,NoCortex,0.75999999,18.46999931,,1,Direito,Flat,Other,Unidireccional,No_cortex
Natural,Other,Flake,12.32999992,NoCortex,2.200000048,13.72000027,,1,Encurvado,Flat,Crushed,Unidireccional,No_cortex
Natural,Circular,Flake,11.84000015,NoCortex,2.640000105,13.32999992,,1,Direito,Flat,Cortical,Unidireccional,No_cortex
Natural,Paralell,Flake,11.77000046,NoCortex,2.109999895,15.14999962,,1,Direito,Flat,Liso,Unidireccional,No_cortex
Natural,Other,Flake,10.05000019,NoCortex,1.220000029,18.87000084,,1,Direito,Flat,Cortical,Unidireccional,No_cortex
Natural,Biconvex,Flake,48.52000046,NoCortex,5.699999809,31.31999969,,1,Direito,Irregular,Multifacetted,Unidireccional,No_cortex
Natural,Irregular,Flake,32.50999832,NoCortex,2.00999999,16.96999931,,1,Encurvado,Flat,Crushed,Unidireccional,No_cortex
Natural,Divergent,Flake,23.86000061,NoCortex,2.289999962,21.93000031,,1,Direito,Flat,Liso,Unidireccional,No_cortex
Natural,Irregular,Flake,16.47999954,NoCortex,1.980000019,14.64000034,,1,Direito,Triangular,Crushed,Unidireccional,No_cortex
Hinged,Irregular,Flake,14.92000008,NoCortex,2.809999943,17.52000046,,1,Direito,Irregular,Cortical,Unidireccional,No_cortex
Natural,Paralell,Flake,14.02000046,NoCortex,2.950000048,16.38999939,,1,Direito,Flat,Other,Unidireccional,No_cortex
Hinged,Divergent,Flake,13.61999989,NoCortex,3.160000086,19.04000092,,1,Direito,Irregular,Multifacetted,Unidireccional,No_cortex
Natural,Divergent,Flake,13.43000031,NoCortex,1.529999971,17.13999939,,1,Direito,Flat,Crushed,Unidireccional,No_cortex
Hinged,Divergent,Flake,12.85999966,NoCortex,2.680000067,24.10000038,,1,Direito,Flat,Crushed,Unidireccional,No_cortex
Natural,Irregular,Flake,32.22999954,NoCortex,4.309999943,29.25,,1,Direito,Flat,Liso,Unidireccional,No_cortex
Natural,Other,Flake,27.29999924,NoCortex,3.960000038,18.25,,1,Direito,Flat,Other,Unidireccional,No_cortex
Natural,Convergent,Flake,31.5,NoCortex,5.809999943,21.54000092,,1,Encurvado,Trapezoidal,Multifacetted,Unidireccional,No_cortex
Natural,Paralell,Flake,24.30999947,NoCortex,4.829999924,15.65999985,,1,Direito,Triangular,Liso,Unidireccional,No_cortex
Natural,Other,Flake,23.79000092,NoCortex,2.980000019,18.62999916,,1,Direito,Irregular,Liso,Unidireccional,No_cortex
Natural,Paralell,Flake,21.28000069,NoCortex,2.859999895,18.69000053,,1,Direito,Flat,Other,Unidireccional,No_cortex
Natural,Divergent,Flake,18.55999947,NoCortex,2.359999895,25.79000092,,1,Direito,Flat,Liso,Unidireccional,No_cortex
Natural,Circular,Flake,18.54000092,NoCortex,1.779999971,20.15999985,,1,Direito,Flat,Liso,Unidireccional,No_cortex
Natural,Convergent,Flake,18.45000076,NoCortex,2.24000001,10.47000027,,1,Direito,Flat,Multifacetted,Unidireccional,No_cortex
Natural,Irregular,Flake,18.37999916,NoCortex,1.539999962,12.39999962,,1,Direito,Flat,Other,Unidireccional,No_cortex
Natural,Irregular,Flake,16.30999947,NoCortex,2.900000095,22.47999954,,1,Direito,Flat,Cortical,Unidireccional,No_cortex
Natural,Biconvex,Flake,16.11000061,NoCortex,2.49000001,27.77000046,,1,Direito,Flat,Liso,Unidireccional,No_cortex
Natural,Irregular,Flake,15.55000019,NoCortex,3.059999943,15.60000038,,1,Direito,Flat,Linear,Unidireccional,No_cortex
Natural,Irregular,Flake,14.15999985,NoCortex,1.539999962,19.53000069,,1,Direito,Flat,Liso,Unidireccional,No_cortex
Natural,Paralell,Flake,13.64999962,NoCortex,2.460000038,15.73999977,,1,Torcido,Irregular,Cortical,Unidireccional,No_cortex
